Background,Clothing,Ear,Eyes,Face,Hair,Headgear,Mouth,Neck,Offhand,Special,Type,Unnamed: 0,image,name,num
Off White D,Black Kimono,Sword,White,Bandaid,Buzzcut,,Growl,,Sakura Katana,,Blue,8750.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8750.png,Azuki #8750,8750
Off White B,Blue Kimono,,Focused,Red Fang Face Paint,Brown Spiky,,Relaxed,,Lantern,,Human,8751.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8751.png,Azuki #8751,8751
Off White C,Azuki Sweater,,Determined,,Orange Short Spiky,,Closed,,Monkey King Staff,,Human,8752.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8752.png,Azuki #8752,8752
Off White C,Hoodie,Red Spiked Ring,Determined,,Brown Ponytail,,Grin,Choker,,,Human,8753.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8753.png,Azuki #8753,8753
Off White C,Yellow Bikini,,Closed,,Magenta Flowy,,Closed,,Red Bean,,Human,8754.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8754.png,Azuki #8754,8754
Dark Blue,Frog Yukata,Corded Earbuds,Careless,,Magenta Long,,Closed,,Hand Wrap,,Human,8755.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8755.png,Azuki #8755,8755
Off White B,Suit with Turtleneck,Chiyogami,Meditating,,Purple Spiky,,Smirk,,,,Human,8756.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8756.png,Azuki #8756,8756
Off White A,Turquoise Kimono with Bow,,Concerned,Bandaid,Green Ponytail,Straw Hat,Frown,,,,Human,8757.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8757.png,Azuki #8757,8757
Off White B,Vest,,Concerned,,Silver Bob,,Toothpick,,Skateboard,,Human,8758.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8758.png,Azuki #8758,8758
Off White D,Black Hoodie,,Striking,,Orange Pixie,,Lipstick,,,Earth,Human,8759.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8759.png,Azuki #8759,8759
Off White A,Vest,,Closed,,Blue Nightshade Flowy,,Frown,,Skateboard,,Human,8760.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8760.png,Azuki #8760,8760
Off White D,Black Kimono,,Suspicious,,Green Spiky,,Meh,Beads,Kanabo,,Human,8761.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8761.png,Azuki #8761,8761
Off White C,Black Yukata,,Chill,,Orange Short Spiky,Black Bucket Hat,Not Bad,,,,Human,8762.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8762.png,Azuki #8762,8762
Red,White Yukata,,Closed,Sleep Mask,Blue Half Bun,,Stubble,,Leather Katana,,Human,8763.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8763.png,Azuki #8763,8763
Off White A,Alpine Jacket,,Tired,,Magenta Messy,Pointy Straw Hat,Whistling,,,,Human,8764.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8764.png,Azuki #8764,8764
Off White D,Light Armor,,Hopeful,Clear Glasses,Maroon Ponytail,,Closed,,Katana,,Human,8765.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8765.png,Azuki #8765,8765
Red,Light Armor,,Ruby,,Powder Blue Pigtails,,420,,,,Human,8766.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8766.png,Azuki #8766,8766
Dark Purple,Kung Fu Shirt,,Pierced Eyebrow,,Gray Samurai,,Smirk,,Banner,Butterfly,Human,8767.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8767.png,Azuki #8767,8767
Off White B,Green Yukata,,Closed,,Orange Swept Back,,Toothpick,,,,Human,8768.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8768.png,Azuki #8768,8768
Dark Blue,Black Ninja Top,,Closed,,Magenta Flowy,IKZ Baseball Cap,Face Mask,,Gloves,Fox Fire,Human,8769.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8769.png,Azuki #8769,8769
Off White C,Light Armor,,Joyful,,Pink Bangs,,Gaiter,,Leather Katana,,Human,8770.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8770.png,Azuki #8770,8770
Off White D,Red Qipao with Fur,Ethereum,Amethyst,,Violet Flowy,Backwards Cap,Laughing,,Kanabo,,Human,8771.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8771.png,Azuki #8771,8771
Off White C,Red Panda Yukata,Red Spiked Ring,Careless,Eye Scar,Purple Spiky,Beret,Smoking,,,Sakura,Human,8772.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8772.png,Azuki #8772,8772
Off White B,White Yukata,Chiyogami,Red,,Silver Disheveled,Horns,Chuckle,,Fan,,Blue,8773.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8773.png,Azuki #8773,8773
Off White B,Hoodie,,Joyful,,Maroon Half Bun,Yellow Kanzashi,Surprised,Choker,,,Human,8774.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8774.png,Azuki #8774,8774
Dark Purple,Black Tech Jacket,Wireless Earbuds,Chill,Kabuki Facepaint,Maroon Short Spiky,,Toothpick,,,,Red,8775.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8775.png,Azuki #8775,8775
Off White A,Black Yukata,,Curious,,Indigo Swept Back,,Relaxed,,Katana,,Human,8776.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8776.png,Azuki #8776,8776
Off White A,Black Ninja Top,Chill,White,,Maroon Bun,Chef Headband,420,,Fireball,,Red,8777.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8777.png,Azuki #8777,8777
Dark Blue,Kung Fu Shirt,,Curious,Eye Scar,Maroon Half Bun,Fur Bucket Hat,Growl,,Bean Juice,Lightning,Human,8778.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8778.png,Azuki #8778,8778
Off White D,Black Ninja Top,,Calm,,Teal Hairband,,Grass,Chill Headphones,,,Human,8779.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8779.png,Azuki #8779,8779
Off White D,Cat Hoodie,,Ruby,Bandaid,Orange Pixie,,Tongue Out,,Katana,,Human,8780.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8780.png,Azuki #8780,8780
Off White D,Lavender Kimono with Bow,,Concerned,Round Purple Sunglasses,Orange Pixie,,Smirk,,,,Human,8781.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8781.png,Azuki #8781,8781
Off White B,Turquoise Kimono,,Concerned,,Blonde Bob,,Smirk,Sloth Headphones,,,Human,8782.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8782.png,Azuki #8782,8782
Off White C,Suit with Turtleneck,,Suspicious,Kabuki Facepaint,Silver Short Spiky,Red Panda Headband,Not Bad,,Coin,Sakura,Red,8783.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8783.png,Azuki #8783,8783
Cool Gray,Suit with Turtleneck,,Careless,,Gray Samurai,Pointy Straw Hat,Chuckle,Frog Headphones,Blue Bean,,Blue,8784.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8784.png,Azuki #8784,8784
Off White D,Red Panda T-Shirt,,Pierced Eyebrow,,Dreadlocks,,Wheat Straw,,Shinai,,Human,8785.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8785.png,Azuki #8785,8785
Dark Purple,Alpine Jacket,,Relaxed,Black Glasses,Silver Pixie,,Face Mask,Contract Tattoo,Banner,,Blue,8786.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8786.png,Azuki #8786,8786
Off White A,Black Tech Jacket,Red Spiked Ring,Indifferent,,Brown Disheveled,,Growl,,Bat,,Human,8787.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8787.png,Azuki #8787,8787
Cool Gray,White T-Shirt,,Closed,,Teal Long,Red Panda Beanie,Meh,Towel,Lantern,,Human,8788.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8788.png,Azuki #8788,8788
Off White D,Black Bomber,,Closed,Ji Eyeband,Indigo Messy,Ayaigasa,Meh,,Banner,,Human,8789.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8789.png,Azuki #8789,8789
Off White D,White Qipao with Fur,Red Spiked Ring,Hopeful,Eye Scar,Blue Pink Ombre Flowy,,Chewing,,,,Human,8790.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8790.png,Azuki #8790,8790
Off White D,Bloody Bomber,,Joyful,,Blonde Flowy,,Laughing,,Floorsweeper,,Human,8791.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8791.png,Azuki #8791,8791
Off White C,Bumblebee Jacket,,Bored,,Indigo Long,,Whistling,,,,Human,8792.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8792.png,Azuki #8792,8792
Off White A,Lavender Kimono with Bow,Small Hoop,Amethyst,,Blue Bun,,Toothpick,,Bean Juice,,Human,8793.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8793.png,Azuki #8793,8793
Off White A,Black Bomber,,Red,,Blue Half Bun,,Wheat Straw,,,,Human,8794.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8794.png,Azuki #8794,8794
Off White B,Red Floral Kimono,,Amethyst,,Pink Hairband,Distressed Beanie,Face Mask,Sloth Headphones,Sakura Katana,,Human,8795.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8795.png,Azuki #8795,8795
Off White A,White T-Shirt,,White,,Indigo Disheveled,Beret,Tactical Knife,,Hand Wrap,,Human,8796.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8796.png,Azuki #8796,8796
Off White C,Black T-Shirt,,Indifferent,,Dreadlocks,,Smoking,,Sakura Katana,,Human,8797.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8797.png,Azuki #8797,8797
Off White C,Fur Hoodie,,Concerned,,Black Bangs,,Whistling,,,,Human,8798.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8798.png,Azuki #8798,8798
Off White A,Hoodie,,Red,,Teal Bangs,,Closed,Choker,Guitar,,Human,8799.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8799.png,Azuki #8799,8799
Off White A,Black Hoodie,,Pensive,Round Blue Sunglasses,Brown Long,,Toothpick,,,,Human,8800.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8800.png,Azuki #8800,8800
Dark Blue,Red Ninja Top,,Ruby,,Teal Bob,,Tongue Out,,Zanbato,,Human,8801.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8801.png,Azuki #8801,8801
Off White B,Red Hoodie,,Closed,,Indigo Pixie,,Relaxed,,,,Human,8802.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8802.png,Azuki #8802,8802
Off White A,Pink Oversized Kimono,,Daydreaming,,Silver Flowy,,Grin,,Guitar,,Red,8803.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8803.png,Azuki #8803,8803
Off White C,Bandage Top,,Relaxed,,Brown Ponytail,,Toothpick,,,,Human,8804.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8804.png,Azuki #8804,8804
Off White A,White Layered Yukata,,Pensive,,Blue Nightshade Half Bun,,Wheat Straw,,,,Human,8805.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8805.png,Azuki #8805,8805
Off White D,Blue Kimono with Bow,,Determined,,Blue Half Bun,,Closed,,Bean Juice,,Human,8806.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8806.png,Azuki #8806,8806
Dark Blue,White Yukata,,Indifferent,Round Blue Sunglasses,Blonde Long,,Gaiter,,,,Human,8807.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8807.png,Azuki #8807,8807
Off White C,Red Panda Kigurumi,,Tired,Round Blue Sunglasses,Indigo Long,,Relaxed,,,,Human,8808.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8808.png,Azuki #8808,8808
Cool Gray,Blue Qipao,Sunflower,Closed,,Purple Dreadlocks,,Wheat Straw,,,,Human,8809.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8809.png,Azuki #8809,8809
Off White B,Black Yukata,,Lightning,,Dreadlocks,,Stubble,Chill Headphones,Hand Wrap,,Human,8810.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8810.png,Azuki #8810,8810
Off White C,Lavender Kimono with Bow,,Pierced Eyebrow,,Purple Dreadlocks,Purple Kanzashi,Closed,,,,Human,8811.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8811.png,Azuki #8811,8811
Off White D,Black Kimono,,Fire,,Fire,,Meh,,Earth,Earth,Red,8812.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8812.png,Azuki #8812,8812
Off White A,Suit with Turtleneck,,Focused,,Magenta Long,,Growl,,Boombox,,Human,8813.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8813.png,Azuki #8813,8813
Off White B,Frog Kigurumi,,Pensive,,Pink Samurai,,Closed,,Water Orb,,Human,8814.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8814.png,Azuki #8814,8814
Off White D,Red Hoodie,,Bored,,Maroon Fluffy,Red Panda Baseball Cap,Not Bad,,Banner,,Human,8815.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8815.png,Azuki #8815,8815
Off White D,White Layered Yukata,,Curious,Eye Scar,Brown Messy,,Grass,,Banner,,Human,8816.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8816.png,Azuki #8816,8816
Off White C,Black Yukata,,Careless,,Indigo Messy,Broken Straw Hat,Not Bad,,Bean Juice,,Human,8817.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8817.png,Azuki #8817,8817
Off White C,Tank Top,Square Stud,Closed,,Indigo Disheveled,Ayaigasa,Smirk,Tribal Tattoo,,,Human,8818.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8818.png,Azuki #8818,8818
Cool Gray,Kung Fu Shirt,,Tired,Eye Scar,Maroon Half Bun,Frog Mask,Relaxed,,Shuriken,,Human,8819.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8819.png,Azuki #8819,8819
Dark Purple,Light Armor,,Striking,,Blonde Bun,,Closed,,Coin,,Human,8820.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8820.png,Azuki #8820,8820
Off White B,Lavender Kimono with Bow,,Determined,Red Bandana,Maroon Bob,Purple Kanzashi,Bubble Gum,Zen Headphones,Umbrella,,Red,8821.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8821.png,Azuki #8821,8821
Off White C,Azuki Track Jacket,,Determined,Black Glasses,Magenta Long,,420,,,,Red,8822.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8822.png,Azuki #8822,8822
Off White B,Matsuri Happi,,Pensive,,Brown Long,Full Bandana,Grass,Towel,Leather Katana,,Human,8823.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8823.png,Azuki #8823,8823
Off White A,Bumblebee Jacket,,Relaxed,,Black Hairband,,Relaxed,,,,Human,8824.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8824.png,Azuki #8824,8824
Red,Blue Kimono,,Curious,,Blue Spiky,Chef Headband,Growl,,Kanabo,,Human,8825.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8825.png,Azuki #8825,8825
Cool Gray,White Layered Yukata,,Closed,,Gray Samurai,Ayaigasa,Chuckle,,Shuriken,Fireflies,Red,8826.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8826.png,Azuki #8826,8826
Off White D,Light Kimono,,Amethyst,Bandaid,Silver Hairband,,Closed,,Leather Katana,,Human,8827.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8827.png,Azuki #8827,8827
Red,Brown Yukata,,Pensive,,Teal Long,,Stubble,Zen Headphones,,,Human,8828.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8828.png,Azuki #8828,8828
Off White B,Azuki Track Jacket,,Indifferent,Red Fang Face Paint,Blonde Short Spiky,,Not Bad,,Fan,,Human,8829.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8829.png,Azuki #8829,8829
Off White A,Hoshi Jacket,,Concerned,,Brown Ponytail,Purple Kanzashi,Closed,,,,Human,8830.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8830.png,Azuki #8830,8830
Cool Gray,White Yukata,,Red,,Indigo Swept Back,Pointy Straw Hat,Stubble,,Banner,Fireflies,Human,8831.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8831.png,Azuki #8831,8831
Cool Gray,Green Yukata,,Focused,,Silver Swept Back,,Not Bad,,,,Blue,8832.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8832.png,Azuki #8832,8832
Red,Azuki Track Jacket,,Amethyst,,Brown Bangs,,Whistling,,Sakura Katana,,Human,8833.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8833.png,Azuki #8833,8833
Cool Gray,Turquoise Kimono,,Relaxed,Eye Scar,Black Pigtails,,Grin,,,,Human,8834.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8834.png,Azuki #8834,8834
Off White D,Red Panda Yukata,Blue Bean,Chill,,Orange Short Spiky,,Relaxed,,,,Human,8835.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8835.png,Azuki #8835,8835
Red,Blue Kimono with Bow,,Calm,,Silver Flowy,,Smirk,,,,Human,8836.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8836.png,Azuki #8836,8836
Off White A,Suikan,,Chill,Reading Glasses,Brown Samurai,Chef Headband,Whistling,,Bat,,Human,8837.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8837.png,Azuki #8837,8837
Off White C,Lavender Kimono with Bow,,Amethyst,,Maroon Bob,Purple Kanzashi,Smirk,Chill Headphones,Floorsweeper,,Red,8838.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8838.png,Azuki #8838,8838
Off White C,Red Panda Hoodie,,Striking,,Silver Bob,Full Bandana,Smoking,,Leather Katana,,Human,8839.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8839.png,Azuki #8839,8839
Off White C,Maroon Yukata,,Chill,,Blonde Short Spiky,,Meh,,Lantern,,Human,8840.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8840.png,Azuki #8840,8840
Off White D,Azuki Track Jacket,,Ruby,,Powder Blue Pigtails,Yellow Kanzashi,Smile,,,,Human,8841.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8841.png,Azuki #8841,8841
Off White D,Black Blazer,,Closed,,Maroon Disheveled,Chef Headband,Meh,Chain,Guitar,,Red,8842.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8842.png,Azuki #8842,8842
Off White D,Blue Kimono with Bow,Sakura,Calm,Red Stripes Face Paint,Teal Bun,,Bubble Gum,,Fishing Rod,,Human,8843.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8843.png,Azuki #8843,8843
Off White D,Lavender Kimono with Bow,,Hopeful,Bandaid,Silver Flowy,,Smile,Zen Headphones,Lantern,,Blue,8844.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8844.png,Azuki #8844,8844
Off White C,Beige Poncho,,Chill,Reading Glasses,Teal Long,Broken Straw Hat,Growl,Zen Headphones,,,Human,8845.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8845.png,Azuki #8845,8845
Red,Vest,,Determined,Clear Glasses,Brown Disheveled,,Growl,,Bean Juice,Smoke,Human,8846.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8846.png,Azuki #8846,8846
Off White B,Bumblebee Jacket,,Relaxed,Round Blue Sunglasses,Blue Bob,,Smile,,,,Human,8847.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8847.png,Azuki #8847,8847
Off White A,Hoodie with Bag,,Bored,Round Blue Sunglasses,Teal Long,,Toothpick,,Shuriken,,Human,8848.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8848.png,Azuki #8848,8848
